Basin,Geounit,Country,Facility Name with Facility ID,Business Line,Model ID,Serial No,Calibration Frequency in Month,Date of Last Calibration Test,Calibration Compliance Indicator,Leak Test Frequency in Month,Date of Last Leak Test,Leak Test Compliance Indicator,Last Leak Test Result Recorded,Leak Test Result Compliance Indicator,Confirmation Inventory Frequency,Date of last confirmation inv test,Date of next confirmation inv test,Photo Inventory Frequency,Date of Last Photo Inv test,Date of Next Photo Inv test,Confirmation & Photo Compliance Indicator,Located,Physical Location,PAU / Countrol site
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I3-448,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I3-454,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I3-474,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I3-488,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I4-813,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I4-980,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I6-404,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I7-396,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,11-Oct-21,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I7-405,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,I9-262,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,J6-099,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,K1-276,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,K9-275,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,17-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,L2-493,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,L4-302,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,30-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,L9-301,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,31-May-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-602-2174,S4-393,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Jun-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I4-746,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I4-756,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I4-762,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,17-Jun-22,17-Jun-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I8-941,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I8-953,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,24-Nov-22,24-Nov-23,,(No Record),(Not Applicable),Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I8-954,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,24-Nov-22,24-Nov-23,,(No Record),(Not Applicable),Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,I8-975,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,J5-179,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,16-Jun-22,16-Jun-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,J7-617,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,16-Jun-22,16-Jun-23,,(No Record),(Not Applicable),Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,J9-209,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,K7-139,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,K7-701,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,K7-702,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,K7-703,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,L3-419,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,24-Nov-22,24-Nov-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,L6-423,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,16-Jun-22,16-Jun-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,L6-436,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,30-Oct-22,30-Oct-23,,(No Record),(Not Applicable),Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H343123,Q7-784,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,12Month,(No Record),28-Mar-23,,(No Record),(Not Applicable),Non Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,B8-429,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,5-May-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,K5-520,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,22-Aug-19,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,K7-737,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,25-Nov-21,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,P4-522,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,1-Dec-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,P6-316,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,16-Oct-19,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,P7-400,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,1-Dec-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,R7-388,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,10-Jun-20,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,EQ-H619737,S2-412,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,,4-Dec-22,(Not Applicable),,(No Record),(Not Applicable),Not Applicable,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GGLS-DA,A2504,,(No Record),Non Compliance,12 Month,30-Jun-22,Compliance,26-Jul-22,Compliance,3Month,20-Mar-23,20-Jun-23,12Month,30-Jun-22,30-Jun-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GGLS-DA,A2806,,(No Record),Non Compliance,12 Month,12-May-22,Compliance,30-May-22,Compliance,3Month,20-Feb-23,20-May-23,12Month,12-May-22,12-May-23,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GGLS-DA,A2823,,(No Record),Non Compliance,12 Month,12-Feb-23,Compliance,22-Mar-23,Compliance,3Month,15-Feb-23,15-May-23,12Month,12-Feb-23,12-Feb-24,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GGLS-DA,A2843,,(No Record),Non Compliance,12 Month,12-May-22,Compliance,20-Jun-22,Compliance,3Month,30-Jan-23,30-Apr-23,12Month,12-May-22,12-May-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GGLS-DA,A2973,,(No Record),Non Compliance,12 Month,12-Feb-23,Compliance,8-Mar-23,Compliance,3Month,15-Feb-23,15-May-23,12Month,12-Feb-23,12-Feb-24,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-D,065-30,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Feb-23,19-May-23,12Month,19-Feb-23,19-Feb-24,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-D,065-33,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,23-Feb-23,23-May-23,12Month,23-Feb-23,23-Feb-24,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-D,16-Oct,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Feb-23,19-May-23,12Month,19-Feb-23,19-Feb-24,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-D,24/17,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Feb-23,19-May-23,12Month,19-Feb-23,19-Feb-24,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-D,24/68,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,19-Feb-23,19-May-23,12Month,19-Feb-23,19-Feb-24,Compliance,,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A2878,,(No Record),Non Compliance,12 Month,29-Dec-22,Compliance,11-Mar-23,Compliance,3Month,20-Mar-23,20-Jun-23,12Month,29-Dec-22,29-Dec-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A2902,,(No Record),Non Compliance,12 Month,21-Feb-23,Compliance,22-Mar-23,Compliance,3Month,21-Feb-23,21-May-23,12Month,21-Feb-23,21-Feb-24,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A2972,,(No Record),Non Compliance,12 Month,20-Jun-22,Compliance,26-Aug-22,Compliance,3Month,12-Feb-23,12-May-23,12Month,20-Jun-22,20-Jun-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A3179,,(No Record),Non Compliance,12 Month,5-Jan-23,Compliance,23-Jan-23,Compliance,3Month,5-Jan-23,5-Apr-23,12Month,5-Jan-23,5-Jan-24,Critical,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A3180,,(No Record),Non Compliance,12 Month,23-Nov-22,Compliance,9-Jan-23,Compliance,3Month,23-Nov-22,23-Feb-23,12Month,23-Nov-22,23-Nov-23,Non Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A3242,,(No Record),Non Compliance,12 Month,19-Dec-22,Compliance,28-Dec-22,Compliance,3Month,19-Dec-22,19-Mar-23,12Month,19-Dec-22,19-Dec-23,Non Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-Z,A3268,,(No Record),Non Compliance,12 Month,7-Mar-23,Compliance,21-Mar-23,Compliance,3Month,7-Mar-23,7-Jun-23,12Month,7-Mar-23,7-Mar-24,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3131,,(No Record),Non Compliance,12 Month,9-Mar-23,Compliance,16-Mar-23,Compliance,3Month,9-Mar-23,9-Jun-23,12Month,9-Mar-23,9-Mar-24,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3187,,(No Record),Non Compliance,12 Month,27-Feb-23,Compliance,3-Mar-23,Compliance,3Month,27-Feb-23,27-May-23,12Month,21-Nov-22,21-Nov-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3296,,(No Record),Non Compliance,12 Month,14-Feb-22,Non Compliance,4-May-22,Compliance,3Month,27-Feb-23,27-May-23,12Month,14-Feb-22,14-Feb-23,Non Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,GSR-ZC,A3373,,(No Record),Non Compliance,12 Month,19-Jan-23,Compliance,24-Jan-23,Compliance,3Month,19-Jan-23,19-Apr-23,12Month,19-Jan-23,19-Jan-24,Action Needed,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,A265,,(No Record),Non Compliance,12 Month,29-Dec-22,Compliance,22-Mar-23,Compliance,3Month,20-Mar-23,20-Jun-23,12Month,29-Dec-22,29-Dec-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1220,,(No Record),Non Compliance,12 Month,5-Jan-23,Compliance,23-Jan-23,Compliance,3Month,5-Jan-23,5-Apr-23,12Month,5-Jan-23,5-Jan-24,Critical,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1221,,(No Record),Non Compliance,12 Month,23-Nov-22,Compliance,8-Jan-23,Compliance,3Month,8-Jan-23,8-Apr-23,12Month,23-Nov-22,23-Nov-23,Critical,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1223,,(No Record),Non Compliance,12 Month,20-Jun-22,Compliance,26-Aug-22,Compliance,3Month,12-Feb-23,12-May-23,12Month,20-Jun-22,20-Jun-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-M,Q1337,,(No Record),Non Compliance,12 Month,27-Feb-23,Compliance,3-Mar-23,Compliance,3Month,27-Feb-23,27-May-23,12Month,21-Nov-22,21-Nov-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-T,Q1116,,(No Record),Non Compliance,12 Month,21-Feb-23,Compliance,22-Mar-23,Compliance,3Month,21-Feb-23,21-May-23,12Month,21-Feb-23,21-Feb-24,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-T,Q1157,,(No Record),Non Compliance,12 Month,7-Mar-23,Compliance,21-Mar-23,Compliance,3Month,7-Mar-23,7-Jun-23,12Month,7-Mar-23,7-Mar-24,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1148,,(No Record),Non Compliance,12 Month,19-Dec-22,Compliance,28-Dec-22,Compliance,3Month,19-Dec-22,19-Mar-23,12Month,19-Dec-22,19-Dec-23,Non Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1187,,(No Record),Non Compliance,12 Month,14-Feb-22,Non Compliance,4-May-22,Compliance,3Month,27-Feb-23,27-May-23,12Month,14-Feb-22,14-Feb-23,Non Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,Q1309,,(No Record),Non Compliance,12 Month,19-Jan-23,Compliance,24-Jan-23,Compliance,3Month,19-Jan-23,19-Apr-23,12Month,19-Jan-23,19-Jan-24,Action Needed,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,NSR-U,U034,,(No Record),Non Compliance,12 Month,9-Mar-23,Compliance,16-Mar-23,Compliance,3Month,9-Mar-23,9-Jun-23,12Month,9-Mar-23,9-Mar-24,Compliance,,Job,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8319-50804,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8399-51819,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,12-Aug-22,12-Aug-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8457-50787,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8600-50811,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,9-Jun-22,9-Jun-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8829-50563,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8840-50603,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,AWATLM - Maintenance,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8955-51864,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CB,8956-51922,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,23-Feb-23,23-May-23,12Month,17-Jun-22,17-Jun-23,Compliance,AWATLM - IST,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8292-51574,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
ASIA-ASIA,APG,Australia,Jandakot Base OFS Operating Base - 8509,WCM,PNG-CBH,8579-51686,,(No Record),Non Compliance,,(Not Applicable),Not Applicable,(Not Applicable),Not Applicable,3Month,15-Feb-23,15-May-23,12Month,31-Aug-22,31-Aug-23,Compliance,Receiving,Shop,ASIA-APG-AWATLM
